film_id,title,year,director
W70,T:Small Town Girl,1936,D:Wellman
W73,T:A Star is Born,1937,D:Wellman
W74,T:Nothing Sacred,1937,D:Wellman
W75,T:Men with Wings,1938,D:Wellman
W76,T:Made For Each Other,1939,D:Wellman
W77,T:Beau Geste,1939,D:Wellman
W78,T:The Light That Failed,1940,D:Wellman
W80,T:Roxie Hart,1942,D:Wellman
W82,T:Lady of Burlesque,1943,D:Wellman
W83,T:The Ox-bow Incident,1943,D:Wellman
W85,T:Buffalo Bill,1944,D:Wellman
W90,T:The Story of GI Joe,1945,D:Wellman
W98,T:Island in the Sky,1953,D:Wellman
W100,T:The High and the Mighty,1954,D:Wellman
W101,T:The Track of the Cat,1954,D:Wellman
WWo10,T:The Hunchback of Notre Dame,1923,D:Worsley
WWo20,T:The Perfect Crime,1928,D:M.Gordon
Z2310,T:Gold Diggers,1923,D:UnYear23
EMH10,T:Janice Meredith,1924,D:E.Hopper
GLp10,T:Buddenbrooks,1924,D:Lamprecht
GLp15,T:Die Verufenen,1925,D:Lamprecht
GLp17,T:Die Unehlichen,1926,D:Lamprecht
GLp30,T:Emil und die Detective,1931,D:Lamprecht
FeL1,T:Le ballet mechanique,1924,D:F.Leger
JR1,T:La Fille de l'Eau,1924,D:J.Renoir
JR5,T:Nana,1926,D:J.Renoir
JR10,T:Charleston,1927,D:J.Renoir
JR15,T:The Little Match-seller,1928,D:J.Renoir
JR20,T:La Chienne,1931,D:J.Renoir
JR25,T:Boudu Sauv\'e Les Eaux,1932,D:J.Renoir
JR30,T:Toni,1934,D:J.Renoir
JR33,T:La Nuit du Carrefour,1934?,J.Renoir
JR35,T:Madame Bovary,1934,D:J.Renoir
JR40,T:Le Crime de Monsieur Lange,1935,D:J.Renoir
JR45,T:Les Bas Fonds,1936,D:J.Renoir
JR50,T:Une Partie de Campagne,1937,D:J.Renoir
JR55,T:La Grande Illusion,1937,D:J.Renoir
JR60,T:La Marseillaise,1938,D:J.Renoir
JR65,T:La B\^ete Humaine,1938,D:J.Renoir
JR70,T:La regle du jeu,1939,D:J.Renoir
JR75,T:Swamp Water,1939,D:J.Renoir
JR77,T:This Land is Mine,1943,D:J.Renoir
JR79,T:The Southerner,1944,D:J.Renoir
JR81,T:The Diary of a Chambermaid,1946,D:J.Renoir
JR85,T:The Woman on the Beach,1947,D:J.Renoir
JR90,T:The River,1951,D:J.Renoir
JR92,T:The Golden Coach,1952,D:J.Renoir
JR94,T:French Cancan,1955,D:J.Renoir
JR96,T:El\'ena et les Hommes,1956,D:J.Renoir
JR98,T:Lunch on the Grass,1959,D:J.Renoir
JR100,T:The Vanishing Corporal,1961,D:J.Renoir
JR105,T:C'est la Revolution,1967,D:J.Renoir
JR110,T:Le Petit Theatre de Jean Renoir,1969,D:J.Renoir
PlL1,T:Waxworks,1924,D:Leni
PlL2,T:The Cat and the Canary,1927,D:Leni
PlL3,T:The Man Who Laughs,1928,D:Leni
SET1,T:Roulette,1924,D:S.E.V.Taylor
SET8,"T:Du Barry, Woman of Passion",1930,D:S.E.V.Taylor
SE1,T:Glumov's Diary,1924,D:Eisenstein
SE3,T:Strike,1924,D:Eisenstein
SE4,T:Bronenosets Potemkin,1925,D:Eisenstein
SE6,T:Oktober,1927,D:Eisenstein
SE8,T:The General Line,1928,D:Eisenstein
SE10,T:Mysery and Fortune of Women,1929,D:Eisenstein
SE15,T:Que Viva Mexico,1932,D:Eisenstein
SE20,T:Alexander Nevsky,1937,D:Eisenstein
SE28,T:Que Viva Mexico!,1940,D:Eisenstein
SE25,"T:Ivan the Terrible, part I",1944,D:Eisenstein
SE26,"T:Ivan the Terrible, part II",1946,D:Eisenstein
SE27,"T:Ivan the Terrible, part III",1946,D:Eisenstein
AlD10,T:Catherine,1924,D:Dieudonne
DBu10,T:Lily of the Dust,1924,D:Buchowetzski
WKH1,T:East of Broadway,1924,D:W.K.Howard
WKH10,T:The Main Event,1927,D:W.K.Howard
WKH14,T:The Valiant,1929,D:W.K.Howard
WKH20,T:Scotland Yard,1930,D:W.K.Howard
WKH30,T:Sherlock Holmes,1932,D:W.K.Howard
WKH35,T:The Power and The Glory,1933,D:W.K.Howard
WKH40,T:The Cat and the Fiddle,1934,D:W.K.Howard
WKH44,"T:Vanessa, her Love Story",1935,D:W.K.Howard
WKH45,T:Mary Burns Fugitive,1935,D:W.K.Howard
WKH50,T:Fire over England,1936,D:W.K.Howard
WKH52,T:The Princess Comes Across,1936,D:W.K.Howard
WKH60,T:Johnny Come Lately,1943,D:W.K.Howard
AES10,T:Putting Pants on Philip,1926,D:A.E.Sutherland?
AES11,T:It's the Old Army Game,1926,D:A.E.Sutherland
AES70,T:Diamond Jim,1935,D:A.E.Sutherland
AES80,T:The Flying Deuces,1939,D:A.E.Sutherland
AES85,T:The Invisible Woman,1939,D:A.E.Sutherland
AES90,T:One Night in the Tropics,1939,D:A.E.Sutherland
AES100,T:Follow the Boys,1944,D:A.E.Sutherland
AJG50,T:A Chump at Oxford,1939,D:A.Goulding
ArF10,T:\UN,1925,D:Fanck
ChR4,T:The Man in the Box,1925,D:Ch.Reisner
ChR10,T:Steamboat Bill jnr.,1928,D:Ch.Reisner
ChR13,T:Hollywood Revue,1929,D:Ch.Reisner
ChR20,T:Reducing,1932,D:Ch.Reisner
ChR30,T:The Show-Off,1934,D:Ch.Reisner
ChR40,T:Sophie Lang Goes West,1937,D:Ch.Reisner
ChR50,T:The Big Store,1941,D:Ch.Reisner
ChR60,T:Lost in a Harem,1944,D:Reisner
ChR70,T:The Cobra Strikes,1948,D:Ch.Reisner
ChR80,T:The Travelling Saleswoman,1950,D:Ch.Reisner
CLa40,"T:Love, Honor, and Oh Baby",1941,D:Lamont
CLa60,T:The Merry Monahans,1944,D:Lamont
CLa65,T:Bowery to Broadway,1944,D:Lamont
CLa70,T:Frontier Gal,1945,D:Lamont
CLa75,T:The Runaround,1946,D:Lamont
CLa80,T:Slave Girl,1947,D:Lamont
CLa90,T:Bagdad,1949,D:Lamont
CLa95,T:Abbott and Costello in the Foreign Legion,1950,D:Lamont
CLa100,T:Abbott and Costello Meet the Invisible Man,1951,D:Lamont
CLa110,T:Abbott and Costello Meet Captain Kidd,1952,D:Lamont
CLa114,T:Abbott and Costello Go To Mars,1953,D:Lamont
CLa115,T:Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde,1953,D:Lamont
CLa117,T:Ma and Pa Kettle in Paris,1953,D:Lamont
CLa120,T:Untamed Heiress,1954,D:Lamont
CLa121,T:Abbott and Costello Meet the Keystone Kops,1954,D:Lamont
CLa125,T:Abbott and Costello Meet the Mummy,1955,D:Lamont
CLa127,"T:Dance With me, Henry",1956,D:Lamont
CLa135,T:The Kettles in the Ozarks,1956,D:Lamont
CLa150,T:The World of Abbott and Costello,1965,D:none
EAD10,T:Vaudeville,1925,D:Dupont
EG3,T:Love,1927,D:E.Goulding
EG6,T:The Trespasser,1929,D:E.Goulding
EG10,T:Blondie of the Follies,1932,D:E.Goulding
EG11,T:Grand Hotel,1932,D:E.Goulding
EG13,T:The Flame Within,1935,D:E.Goulding
EG14,T:That Certain Woman,1936,D:E.Goulding
EG16,T:The Dawn Patrol,1938,D:E.Goulding
EG17,T:Dark Victory,1939,D:E.Goulding
EG18,T:The Old Maid,1939,D:E.Goulding
EG19,T:We Are Not Alone,1939,D:E.Goulding
EG21,T:The Great Lie,1941,D:E.Goulding
EG23,T:The Constant Nymph,1943,D:E.Goulding
EG24,T:Claudia,1943,D:E.Goulding
EG25,T:Of Human Bondage,1946,D:E.Goulding
EG20,T:The Razor's Edge,1946,D:E.Goulding
EG27,T:Nightmare Alley,1947,D:E.Goulding
EG28,T:Everybody does it,1949,D:E.Goulding
EG30,T:We're not Married,1952,D:E.Goulding
ESl10,T:His People,1925,D:Sloman
ESl30,T:There's Always Tomorrow,1934,D:Sloman
GLC2,T:So's Your Old Man,1926,D:LaCava
GLC3,T:Smart Woman,1931,D:LaCava
GLC4,T:Symphony of Six Million,1932,D:LaCava
GLC6,T:Age of Consent,1932,D:LaCava
GLC7,T:The Half-Naked Truth,1932,D:LaCava
GLC9,T:What Every Woman Knows,1934,D:LaCava
GLC11,T:She Married Her Boss,1935,D:LaCava
GLC12,T:My Man Godfrey,1936,D:LaCava
GLC13,T:Stage Door,1937,D:LaCava
GLC15,T:The Primrose Path,1940,D:LaCava
IGB10,T:Seven Chances,1925,D:Blystone
IGB20,T:Sky Hawk,1929,D:Blystone
IGB30,T:Tolable David,1930,D:Blystone
IGB40,T:Charlie Chan's Chance,1932,D:Blystone
IGB45,T:Great Guy,1936,D:Blystone
IGB50,T:Blockheads,1938,D:Blystone
IrC51,T:Behind That Curtain,1929,D:I.Cummings
IrC54,T:The Devil with Women,1930,D:I.Cummings
IrC55,T:The Holy Terror,1931,D:I.Cummings
IrC56,T:The Cisco Kid,1931,D:I.Cummings
IrC60,T:The Man Hunt,1933,D:I.Cummings
IrC66,T:It's a Small World,1935,D:I.Cummings
IrC67,T:Curly Top,1935,D:I.Cummings
IrC73,T:Poor Little Rich Girl,1936,D:I.Cummings
IrC74,T:Little Miss Broadway,1936,D:I.Cummings
IrC76,T:The Story of Alexander Graham Bell,1938,D:I.Cummings
IrC77,T:Hollywood Cavalcade,1939,D:I.Cummings
IrC79,T:Lillian Russell,1940,D:I.Cummings
IrC80,T:Down Argentine Way,1940,D:I.Cummings
IrC81,T:That Night in Rio,1941,D:I.Cummings
IrC86,T:Sweet Rosie O'Grady,1943,D:I.Cummings
IrC89,T:The Dolly Sisters,1945,D:I.Cummings
IrC95,T:Double Dynamite,1951,D:I.Cummings
LM2,Tm:The Cave Man,1926,D:Milestone
LM4,T:Two Arabian Knights,1930,D:Milestone
LM9,T:All Quiet on the Western Front,1930,D:Milestone
LM10,T:The Front Page,1930,D:Milestone
LM11,T:Rain,1932,D:Milestone
LM12,"T:Hallelujah, I'm a Bum Again",1933,D:Milestone
LM14,T:Paris in the Spring,1935,D:Milestone
LM15,T:Anything Goes,1936,D:Milestone
LM16,T:The General died at Dawn,1936,D:Milestone
LM17,T:Of Mice and Men,1939,D:Milestone
LM20,T:Edge of Darkness,1943,D:Milestone
LM22,T:The Puple Heart,1944,D:Milestone
LM25,T:A Walk in the Sun,1946,D:Milestone
LM26,T:The Strange Love of Martha Ivers,1946,D:Milestone
LM29,T:Arch of Triumph,1948,D:Milestone
LM32,T:Les Mis\'erables,1952,D:Milestone
LM38.,T:Mutiny on the Bounty,1962,D:Milestone
LM100,T:The Bull Skinner,1958,D:Milestone
LM110,T:Ocean's Eleven,1960,D:Milestone
MoB10,T:The Torrent,1925,D:Mo.Bell
PSl10,T:Too many Kisses,1925,D:Sloane
S1,T:The Salvation Hunters,1925,D:Sternberg
S3,T:Underworld,1927,D:Sternberg
S5,T:Last Command,1928,D:Sternberg
S6,T:Docks of New York,1928,D:Sternberg
S9,T:Der Blaue Engel,1930,D:Sternberg
S10,T:Morocco,1930,D:Sternberg
S11,T:Dishonoured,1931,D:Sternberg
S12,T:An American Tragedy,1931,D:Sternberg
S13,T:Shanghai Express,1932,D:Sternberg
S14,T:Blonde Venus,1932,D:Sternberg
S15,T:The Scarlet Empress,1934,D:Sternberg
S16,T:The Devil is a Woman,1935,D:Sternberg
S17,T:The King Steps Out,1936,D:Sternberg
S18,T:Crime and Punishment,1936,D:Sternberg
S21,T:The Shanghai Gesture,1941,D:Sternberg
S22,T:Jet Pilot,1950,D:Sternberg
S23,T:Macao,1951,D:Sternberg
S24.,T:The Saga of Anatahan,1953,D:Sternberg
ThD20,T:The High Command,1936,D:Dickinson
ThD28,T:The Arsenal Stadium Mystery,1939,D:Dickinson
ThD30,T:Gaslight,1939,D:Dickinson
ThD35,T:The Prime Minister,1941,D:Dickinson
ThD36,T:Next of Kin,1941,D:Dickinson
ThD40,T:Men of Two Worlds,1945,D:Dickinson
ThD45,T:The Queen of Spades,1947,D:Dickinson
ThD50,T:The Secret People,1952,D:Dickinson
ThD55,T:Hill 24 Doesn't Answer,1955,D:Dickinson
WW12,T:Hell's Heroes,1929,D:Wyler
WW23,T:A House Divided,1931,D:Wyler
WW30,T:Counsellor at Law,1933,D:Wyler
WW38,T:The Good Fairy,1935,D:Wyler
WW41,T:These Three,1936,D:Wyler
WW42,T:Dodsworth,1936,D:Wyler
WW43,T:Dead End,1937,D:Wyler
WW44,T:Jezebel,1938,D:Wyler
WW45,T:Wuthering Heights,1939,D:Wyler
WW46,T:The Letter,1940,D:Wyler
WW47,T:The Westerner,1940,D:Wyler
WW48,T:The Little Foxes,1941,D:Wyler
WW54,T:Mrs.~Miniver,1942,D:Wyler
WW60,T:The Memphis Belle,1944,D:Wyler
WW61,T:The Fighting Lady,1945,D:Wyler
WW63,T:The Best Years of our Lives,1946,D:Wyler
WW64,T:The Heiress,1949,D:Wyler
WW65,T:Detective Story,1951,D:Wyler
WW66,T:Carrie,1952,D:Wyler
WW67,T:Roman Holiday,1953,D:Wyler
WW73,T:Desperate Hours,1955,D:Wyler
WW69,T:The Friendly Persuasion,1956,D:Wyler
WW80,T:The Big Country,1958,D:Wyler
WW81,T:Ben Hur,1959,D:Wyler
WW82,T:The Children's Hour,1962,D:Wyler
WW83,T:The Collector,1965,D:Wyler
WW84,T:How to Steal a Million,1966,D:Wyler
WW85,T:Funny Girl,1968,D:Wyler
WW87,T:The Liberation of L.B. Jones,1970,D:Wyler
ACa10,T:Rien que les Heures,1926,D:Cavalcanti
ACa17,T:En Rade,1927,D:Cavalcanti
ACa20,T:Sea Fever,1929,D:Cavalcanti
ACa30,T:North Sea,1938,D:Cavalcanti
ACa36,T:Men of the Lightship,1941,D:Cavalcanti
ACa40,T:Went the Day Well?,1942,D:Cavalcanti
ACa46,T:Champagne Charlie,1945,D:Cavalcanti
ACa50,T:Dead of Night,1945,D:Cavalcanti
ACa60,T:Nicholas Nickleby,1947,D:Cavalcanti
ACa62,T:They made Me a Fugitive,1947,D:Cavalcanti
ACa64,T:The First Gentleman,1948,D:Cavalcanti
ACa66,T:For Them That Trespass,1949,D:Cavalcanti
ACa70,T:O Canto do Mar,1953,D:Cavalcanti
ACa80,T:Herr Puntila,1955,D:Cavalcanti
ACa90,T:La Prima Notte,1958,D:Cavalcanti
ACa95,T:Yerma,1962,D:Cavalcanti
AM8,T:Svengali,1931,D:Mayo
AM12,T:Ever in My Heart,1931,D:Mayo
AM15,T:Bordertown,1934,D:Mayo
AM16,T:Go Into Your Dance,1935,D:Mayo
AM18,T:The Petrified Forest,1936,D:Mayo
AM20,T:Gambling Lady,1936,D:Mayo
AM21,T:Black Legion,1937,D:Mayo
AM23,T:Adventures of Marco Polo,1938,D:Mayo
AM27,T:The House Across the Bay,1940,D:Mayo
AM29,T:Charley's Aunt,1941,D:Mayo
AM31,T:Orchestra Wives,1942,D:Mayo
AM35,T:A Night in Casablanca,1945,D:Mayo
AM36,T:Angel On My Shoulder,1946,D:Mayo
ASR15,T:Carnival Boat,1926,D:Rogell
ASR25,T:Mamba,1932,D:Rogell
ASR35,T:Argentine Nights,1940,D:Rogell
ASR38,T:Trouble Chaser,1940,D:Rogell
ASR40,T:The Black Cat,1941,D:Rogell
ASR42,T:Tight Shoes,1942,D:Rogell
ASR45,T:In Old Oklahoma,1943,D:Rogell
ASR51,T:Heaven Only Knows,1947,D:Rogell
ASR56,T:Northwest Stampade,1948,D:Rogell
ASR59,T:The Admiral Was a Lady,1943,D:Rogell
ASR65,T:Men Agains Speed,1958,D:Rogell
EBS02,T:The Lost World,1925,D:Schoedsack
EBS03,T:The Creation,1926,D:Schoedsack
EBS20,T:Chang,1927,D:Schoedsack
EBS30,T:The Four Feathers,1929,D:Schoedsack
EBS40,T:The Hounds of Zaroff,1932,D:Schoedsack
EBS50,T:King Kong,1933,D:Schoedsack
EBS60,T:Son of Kong,1934,D:Schoedsack
EBS70,T:Dr.~Cyclops,1939,D:Schoedsack
EBS90,T:Mighty Joe Young,1949,D:Schoedsack
FC1,T:The Strong Man,1926,D:Capra
FC3,T:Long Pants,1927,D:Capra
FC10,T:The Younger Generation,1928,D:Capra
FC15,T:Rain or Shine,1931,D:Capra
FC17,T:The Miracle Woman,1931,D:Capra
FC21,T:Platinum Blonde,1932,D:Capra
FC22,T:American Madness,1932,D:Capra
FC23,T:The Bitter Tea of General Yen,1933,D:Capra
FC24,T:Lady For a Day,1933,D:Capra
FC25,T:It Happened One Night,1934,D:Capra
FC26,T:Mr.~Deeds Goes to Town,1936,D:Capra
FC27,T:Lost Horizon,1937,D:Capra
FC28,T:You Can't Take It With You,1938,D:Capra
FC29,T:Mr.~Smith goes to Washington,1939,D:Capra
FC30,T:Meet John Doe,1941,D:Capra
FC34,T:Arsenic and Old Lace,1944,D:Capra
FC35,T:It's a Wonderful Life,1946,D:Capra
FC36,T:State of the Union,1948,D:Capra
FC38,T:A Hole in the Head,1959,D:Capra
FC40,T:A Pocketful of Miracles,1961,D:Capra
FC101,T:Our Mr.Sun,1947,D:Capra
GMy10,T:Die Kreuzer Sonate,1926,D:Machaty
GMy20,T:Erotikon,1929,D:Machaty
Gmy25,T:Extase,1933,D:Machaty
Gmy35,T:Within the Law,1939,D:Machaty
GMy45,T:Jealousy,1945,D:Machaty
HH9,T:Dawn Patrol,1930,D:Hawks
HH12,T:Scarface,1932,D:Hawks
HH13,T:Tiger Shark,1932,D:Hawks
HH14,T:Today We Live,1933,D:Hawks
HH15,T:Twentieth Century,1934,D:Hawks
HH19,T:Road to Glory,1936,D:Hawks
HH21,T:Bringing Up Baby,1938,D:Hawks
HH22,T:Only Angels Have Wings,1939,D:Hawks
HH23,T:His Girl Friday,1940,D:Hawks
HH25,T:Ball of Fire,1944,D:Hawks
HH27,T:To Have and Have Not,1944,D:Hawks
HH28,T:The Big Sleep,1946,D:Hawks
HH29,T:A Song is Born,1948,D:Hawks
HH30,T:Red River,1948,D:Hawks
HH31,T:I Was A Male War Bride,1949,D:Hawks
HH32,T:The Big Sky,1952,D:Hawks
HH33,T:Monkey Business,1952,D:Hawks
HH34,T:Gentlemen Prefer Blondes,1953,D:Hawks
HH35,T:Land of the Pharaos,1955,D:Hawks
HH36,T:Rio Bravo,1958,D:Hawks
HH37,T:Hatari!,1961,D:Hawks
HH39,T:Man's Favorite Sport,1964,D:Hawks
HH40,T:Red Line 7000,1965,D:Hawks
HH41,T:El Dorado,1967,D:Hawks
HH42,T:Rio Lobo,1970,D:Hawks
LlB11,T:The Singing Fool,1928,D:Bacon
LlB21,T:Moby Dick,1930,D:Bacon
LlB32,T:Miss Pinkerton,1932,D:Bacon
LlB35,T:Footlight Parade,1933,D:Bacon
LlB36,T:42nd Street,1933,D:Bacon
LlB37,T:Picture Snatcher,1933,D:Bacon
LlB40,T:Wonder Bar,1934,D:Bacon
LlB44,T:Here Comes the Navy,1934,D:Bacon
LlB45,T:Devil Dogs of the Air,1935,D:Bacon
LlB50,T:The Goldiggers of 1937,1937,D:Bacon
LlB53,T:Marked Woman,1937,D:Bacon
LlB55,T:San Quentin,1937,D:Bacon
LlB57,T:A Slight Case of Murder,1938,D:Bacon
LlB59,T:Boy Meets Girl,1938,D:Bacon
LlB61,T:Wings of the Navy,1939,D:Bacon
LlB62,T:The Oklahoma Kid,1939,D:Bacon
LlB64,T:Invisible Stripes,1939,D:Bacon
LlB67,T:Knut Rockne --- All-American,1940,D:Bacon
LlB68,T:Brother Orchid,1940,D:Bacon
LlB78,T:Action in the North Atlantic,1943,D:Bacon
LlB80,T:Sunday Dinner for a Soldier,1944,D:Bacon
LlB83,T:Wake Up and Dream,1946,D:Bacon
LlB85,Tm:I Wonder Who's Kissing Her Now?,1947,D:Bacon
LlB90,T:Miss Grant Takes Richmond,1950,D:Bacon
LlB95,T:Golden Girl,1951,D:Bacon
LlB97,T:She Couldn't Say No,1952,D:Bacon
LlB100,T:The French Line,1954,D:Bacon
MlW5,T:The Sea Beast,1929,D:M.Webb
MlW10,T:Glorifying the American Girl,1929,D:M.Webb
MSC10,T:The Show-Off,1926,D:StClair
RlW10,T:The Bat,1926,D:R.West
RVL6,T:The Mysterious Dr.~Fu Manchu,1929,D:R.V.Lee
RVL8,T:Zoo in Budapest,1933,D:R.V.Lee
RVL10,T:The Count of Monte Christo,1934,D:R.V.Lee
RVL14,T:The Three Musketeers,1935,D:R.V.Lee
RVL16,T:Love From A Stranger,1936,D:R.V.Lee
RVL17,T:The Toast of New York,1937,D:R.V.Lee
RVL25,T:Mother Carey's Chickens,1938,D:R.V.Lee
RVL28,T:The Son of Frankenstein,1939,D:R.V.Lee
RVL30,T:Tower of London,1939,D:R.V.Lee
RVL32,T:The Son of Monte Christo,1941,D:R.V.Lee
RVL34,T:The Bridge of San Luis Rey,1944,D:R.V.Lee
RyT40,T:Roaring West,1936,D:Ray~Taylor
RyT50,T:Dick Tracy,1937,D:Ray~Taylor
RyT55,T:The Spider's Web,1938,D:Ray~Taylor
VsP10,T:Mat,1926,D:Pudovkin
VsP20,T:The End of St. Petersburg,1927,D:Pudovkin
VsP30,T:Storm Over Asia,1928,D:Pudovkin
VsP40,T:The Deserter,1933,D:Pudovkin
VsP50,T:General Suorov,1941,D:Pudovkin
WlD3,T:Ludwig,1929,D:Dieterle
WlD5,T:The Last Flight,1931,D:Dieterle
WlD6,T:Ihre Majestaet Befehlt,1931,D:Dieterle
WlD7,T:La majeste demande,1931,D:Dieterle
WlD8,T:Her Majesty Love,1931,D:Dieterle
WlD9,T:Satan meets a Lady,D:Dieterle,PN:
WlD10,T:Lawyer Man,1932,D:Dieterle
WlD15,T:Adorable,1933,D:Dieterle
WlD18,T:Firebird,1934,D:Dieterle
WlD19,T:Fog Over Frisco,1934,D:Dieterle
WlD20,T:Madame du Barry,1934,D:Dieterle
WlD24,T:A Midsummernight's Dream,1935,D:Dieterle
WlD25,T:The Story of Louis Pasteur,1935,D:Dieterle
WlD29,T:Satan Met A Lady,1936,D:Dieterle
WlD33,T:The Life of Emile Zola,1937,D:Dieterle
WlD34,T:Blockade,1938,D:Dieterle
WlD35,Tm:Juarez,1939,D:Dieterle
WlD36,T:The Hunchback of Notre Dame,1939,D:Dieterle
WlD37,T:Dr.~Ehrlich's Magic Bullet,1940,D:Dieterle
WlD38,T:A Dispatch from Reuters,1940,D:Dieterle
WlD39,T:All That Money Can Buy,1941,D:Dieterle
WlD42,T:Kismet,1944,D:Dieterle
WlD43,T:I'll Be Seeing You,1944,D:Dieterle
WlD45,T:Love Letters,1945,D:Dieterle
WlD49,T:Portrait of Jennie,1948,D:Dieterle
WlD51,T:Rope of Sand,1949,D:Dieterle
WlD53,T:Dark City,1950,D:Dieterle
WlD54,T:Volcano,1950,D:Dieterle
WlD55,T:Peking Express,1951,D:Dieterle
WlD58,T:The Turning Point,1952,D:Dieterle
WlD59,T:Salome,1953,D:Dieterle
WlD61,T:Elephant Walk,1954,D:Dieterle
WlD65,T:Magic Fire,1956,D:Dieterle
Z5510,T:Mademoiselle from Armentieres,1926,D:Unknown55
Z5512,T:Lili Marlene,1927,D:Unknown55
AJs1,T:The Noose,1927,D:Jacobson?
BuB10,T:Moskow In October,1927,D:Barret
ByH5,T:I Walk Alone,1947,D:Haskin
ByH8,T:Treasure Island,1950,D:Haskin
ByH10,T:Tarzan's Peril,1951,D:Haskin
ByH12,Tm:Long John Silver,1953,D:Haskin
ByH13,Tm:War of the Worlds,1953,D:Haskin
ByH15,T:The Naked Jungle,1954,D:Haskin
ByH20,Tm:From the Earth to the Moon,1958,D:Haskins
ByH25,T:Captain Sinbad,1963,D:Haskin
ByH26,T:Robinson Crusoe on Mars,1964,D:Haskin
CBm10,T:The General,1927,D:Bruckman
CBm11,T:The Battle of the Century,1927,D:A.E.Sutherland?
CBm40,T:Feet First,1930,D:Bruckman
CBm60,T:Movie Crazy,1932,D:Bruckman
CBm90,T:The Man on The Flying Trapeze,1935,D:Bruckman
DaB3,T:Sunny Side Up,1929,D:D.Butler
DaB4,T:Just Imagine,1930,D:D.Butler
DaB5,T:A Conneticut Yankee,1931,D:D.Butler
DaB8,T:The Littlest Rebel,1935,D:Butler
DaB9,T:The Little Colonel,1935,D:Butler
DaB11,T:Captain January,1936,D:Butler
DaB13,T:You're a Sweetheart,1937,D:Butler
DaB17,T:Playmates,1941,D:D.Butler
DaB18,T:Caught in the Draft,1941,D:D.Butler
DaB19,T:Road to Morocco,1942,D:D.Butler
DaB20,T:They Got Me Covered,1943,D:D.Butler
DaB21,T:Thank Your Lucky Stars,1943,D:D.Butler
DaB23,T:Two Guys From Milwaukee,1946,D:D.Butler
DaB26,T:My Wild Irish Rose,1947,D:D.Butler
DaB28,T:Tea for Two,1950,D:D.Butler
DaB29,T:The Daughter of Rosie O'Grady,1950,D:D.Butler
DaB30,T:Painting the Clouds with Sunshine,1951,D:D.Butler
DaB31,T:Lullaby of Broadway,1951,D:D.Butler
DaB32,T:April in Paris,1952,D:D.Butler
DaB33,T:Where's Charley?,1952,D:D.Butler
DaB35,T:Calamity Jane,1953,D:D.Butler
DAz2,T:Get Your Man,1927,D:Arzner
DAz5,T:The Wild Party,1929,D:Arzner
DAz6,T:Sarah and Son,1930,D:Arzner
DAz17,T:Merrily We Go to Hell,1932,D:Arzner
DAz21,T:Christopher Strong,1933,D:Arzner
DAz23,T:Nana,1934,D:Arzner
DAz27,T:Craig's Wife,1936,D:Arzner
DAz35,T:Dance Girl Dance,1940,D:Arzner
DMD1,T:Double Alibi,1927,D:D.MacDonald
DMD10,T:This Man is News,1938,D:D.MacDonald
DMD15,T:Spies of the Air,1939,D:D.MacDonald
DMD25,T:Desert Victory,1943,D:D.MacDonald
DMD35,T:The Brothers,1947,D:D.MacDonald
DMD40,T:Christopher Columbus,1949,D:D.MacDonald
DMD50,T:The Moonraker,1958,D:D.MacDonald
DzV35,T:One Sixth of the World,1927,D:Vertov
DzV40,T:The Man With the Movie Camera,1928,D:Vertov
DzV50,T:Three Songs of Lenin,1934,D:Vertov
DzV60,T:In the Line of Fire,1941,D:Vertov
FTu7,T:Marquis Preferred,1929,D:Tuttle
FTu10,T:True to the Navy,1930,D:Tuttle
FTu19,T:The Big Broadcast,1933,D:Tuttle
FTu20,T:Roman Scandals,1933,D:Tuttle
Ftu23,T:Here Is My Heart,1934,D:Tuttle
Ftu25,T:The Glass Key,1935,D:Tuttle
FTu30,T:I Stole a Million,1939,D:Tuttle
FTu40,T:True to the Army,1940?,Tuttle?
FTu50,T:This Gun for Hire,1942,D:Tuttle
FTu60,T:Don Juan Quilligan,1955,D:Tuttle
FTu80,T:Hell on Frisco Bay,1955,D:Tuttle
HDA6,T:Laughter,1930,D:DArrast
HDA7,T:Topaze,1933,D:DArrast
HoB25,T:Ladies they Talk About,1933,D:Bretherton
HoB35,T:Western Gold,1937,D:Bretherton
HoB50,T:The Trap,1947,D:Bretherton
JkN10,T:The Shamrock and the Rose,1927,D:J.Nelson
JTg1,T:Silk Legs,1927,D:Tinling
JTg4,T:Charlie Chan in Shanghai,1935,D:Tinling
JTg5,T:Under the Pampas Moon,1935,D:Tinling
JTg7,T:Mr.~Moto's Gamble,1938,D:Tinling
JTg13,T:Tales of Robin Hood,1952,D:Tinling
LoM2,T:The Marriage Playground,1929,D:Mendes
LoM6,T:Payment Deferred,1932,D:Mendes
LoM10,T:Jew Suss,1934,D:Mendes
LoM12,T:The Man Who Could Work Miracles,1936,D:Mendes
LoM17,T:The International Squadron,1941,D:Mendes
LoM20,T:Flight for Freedom,1943,D:Mendes
LvK10,T:The Journalist,1927,D:Kuleshov
LwS90,T:Destry Rides Again,1927,D:Seiler
LwS100,T:Air Circus,1928,D:Seiler
LwS130,T:Charlie Chan in Paris,1935,D:Seiler
LwS150,T:Crime School,1938,D:Seiler
LwS160,T:You Can't Get Away With Murder,1939,D:Seiler
